Sales,Ad_Spend,Email_Campaigns,Website_Traffic,Avg_Rating,Discount_Pct,Competitor_Price_Index,Inventory_Level,Social_Media_Engagement,Season,Product_Type,Category_ID,Month
378.62,30.87,2,164.48,3.74,2.52,94.01,901,18.97,Winter,Electronics,154,13
341.21,31.24,2,136.46,4.66,4.68,109.68,1046,61.43,Spring,Electronics,154,14
210.84,25.49,9,35.02,4.06,19.19,93.53,960,60.66,Spring,Electronics,154,15
467.25,68.41,10,135.44,4.59,7.26,106.13,1170,71.36,Spring,Electronics,154,16
337.34,19.99,10,123.03,3.95,11.34,91.66,848,53.48,Summer,Electronics,154,17
341.95,29.09,6,147.29,3.97,8.03,109.53,1085,72.24,Summer,Electronics,154,18
331,18.92,12,112.49,3.27,3.98,94.67,565,60.88,Winter,Fashion,155,1
568.56,58.51,8,254.61,4.35,7.07,95.75,732,67.6,Winter,Fashion,155,2
321.36,32.08,12,201.13,4.56,24.5,87.3,1727,17.92,Spring,Fashion,155,3
429.54,42.66,6,245.97,3.7,23.96,110.95,1085,18.96,Spring,Fashion,155,4
647.21,14.08,13,415.53,4.27,19.59,106.17,776,62.23,Spring,Fashion,155,5
189.34,24.41,7,115.97,4.46,11.24,90.89,2335,34.03,Summer,Fashion,155,6
697.15,150.96,14,187.3,4.54,8.45,86.8,659,50.8,Summer,Fashion,155,7
466.15,35.65,6,216.57,4.57,21.61,123.9,759,35.56,Summer,Fashion,155,8
387.37,46.72,7,135.35,4.92,19.82,100.13,971,51.29,Fall,Fashion,155,9
501.69,64.13,10,193.51,4.63,20.43,86.52,264,65.49,Fall,Fashion,155,10
267.25,15.56,13,136.92,3.32,8.66,96.14,512,42.43,Fall,Fashion,155,11
291.54,23.85,9,118.9,4.04,12.92,98.84,1169,32.79,Winter,Fashion,155,12
300.51,45.97,8,67.29,4.14,7.78,97.11,864,41.09,Winter,Fashion,155,13
293.98,28.01,9,105.94,4.67,6.94,94.3,1227,51.41,Spring,Fashion,155,14
351.37,31.81,8,141.69,4.14,4.55,142.09,1291,30.88,Spring,Fashion,155,15
455.99,14.59,5,256.15,4.13,5.07,80.78,496,76.06,Spring,Fashion,155,16
248.1,20.28,9,136.34,3.91,11.83,89.82,870,34.5,Summer,Fashion,155,17
263.34,26.86,8,154.14,3.91,1.31,82.63,1343,52.85,Summer,Fashion,155,18
594.81,99.88,7,185.3,4.24,7.14,106.09,983,73.86,Winter,Electronics,156,1
473.94,64.14,6,179.46,3.57,2.85,98.64,1749,47.06,Winter,Electronics,156,2
384.81,22.67,10,186.43,2.96,22.18,92.29,916,71.87,Spring,Electronics,156,3
365.17,22.23,12,229.25,3.86,30.32,80.31,2427,28.61,Spring,Electronics,156,4
668.69,17.64,9,385.16,3.99,12.45,90.5,765,48.12,Spring,Electronics,156,5
429.76,15.36,13,274.98,3.78,5.42,89.93,1370,84.72,Summer,Electronics,156,6
517.69,21.81,12,271.19,4.79,8.82,99.5,814,50.14,Summer,Electronics,156,7
596.74,47.01,10,343.04,3.78,5.97,108.23,679,15.13,Summer,Electronics,156,8
429.88,22.22,5,222.23,4.6,5.03,105.99,1386,64.18,Fall,Electronics,156,9
403.93,27.9,13,151,4.49,14.33,125.93,937,68.34,Fall,Electronics,156,10
335.05,25.9,9,113.35,4.47,19.99,111.56,751,13.06,Fall,Electronics,156,11
342.72,27.15,8,131.93,3.58,12.85,91.32,1045,46.28,Winter,Electronics,156,12
239.08,12.97,10,80.16,4.82,3.57,73.52,1288,48.55,Winter,Electronics,156,13
252.4,13.81,5,99.68,4.41,9.64,100.45,1529,75.78,Spring,Electronics,156,14
326.29,27.5,6,88.53,4.63,7.09,103.21,1355,42.28,Spring,Electronics,156,15
438.64,45.81,9,143.98,2.08,3.2,109.23,279,82.9,Spring,Electronics,156,16
352.99,11.22,6,166.07,4.1,17.74,89.44,716,32.95,Summer,Electronics,156,17
426.57,69.25,17,133.79,4.12,30.25,130.87,1051,33.02,Summer,Electronics,156,18
305.47,24.87,20,69.67,4.18,12.56,115.55,1062,73.61,Winter,Home,157,1
284.48,25.12,8,119.61,4.62,9.01,104.42,762,44.05,Winter,Home,157,2
386.75,42.58,3,177.05,4.6,11.25,73.39,877,57.14,Spring,Home,157,3
677.91,8.76,6,489.45,3.64,0.9,91.2,825,70.08,Spring,Home,157,4
395.23,13.89,8,221,4.06,21.35,104.7,1138,64.42,Spring,Home,157,5
426.43,74.58,7,163.38,4.68,13.01,79.57,1118,74.5,Summer,Home,157,6
427.03,52.87,10,202.97,4.31,18.8,110.33,1496,81.4,Summer,Home,157,7
235.58,45.65,6,71.23,4.07,8.25,107.91,1050,44.79,Summer,Home,157,8
560.93,90.11,3,219.75,4.52,12.97,115.89,1790,54.43,Fall,Home,157,9
345.07,29.08,4,121.32,4.41,4.32,110.8,989,57.21,Fall,Home,157,10
374.49,50.4,8,124.79,4.94,20.71,72.04,575,68.62,Fall,Home,157,11
340.27,17.8,6,141.74,3.94,13.81,115.73,718,53.97,Winter,Home,157,12
205.32,7.76,7,109.47,4.25,12.56,77.36,1950,46.06,Winter,Home,157,13
251.06,17.83,7,131.74,2.91,2.25,97.29,789,80.18,Spring,Home,157,14
226.33,17.72,12,48.84,4.43,13.42,125.07,590,69.99,Spring,Home,157,15
529.93,48.48,6,270.06,4.46,10.54,99.58,864,54.04,Spring,Home,157,16
237.27,18.93,3,85.91,4.07,19.4,108.7,672,21.47,Summer,Home,157,17
467.17,31.25,6,265.78,4.5,18.72,112.09,708,83.42,Summer,Home,157,18
545.07,43.65,6,254.64,4.62,13.71,105.9,1070,59.11,Winter,Fashion,158,1
462.79,83.64,4,135.29,3.87,5.9,112.87,478,42.13,Winter,Fashion,158,2
289.69,41.92,9,111.24,3.62,10.72,103.77,914,29.84,Spring,Fashion,158,3
204.67,9.65,7,99.93,4.45,5.58,89.06,800,47.32,Spring,Fashion,158,4
244.49,27.88,14,72.31,3.97,12.34,92.39,331,41.45,Spring,Fashion,158,5
421.22,16.9,14,276.91,3.68,13.1,91.63,1242,18.31,Summer,Fashion,158,6
435.95,57.79,8,191.99,4.21,10.23,96.07,1223,34.92,Summer,Fashion,158,7
485.2,31.26,7,270.38,4.11,2.57,96.84,319,10.17,Summer,Fashion,158,8
324.06,45.15,8,121.62,4.37,3.07,114.86,775,33.3,Fall,Fashion,158,9
350.72,39.5,9,118.63,3.33,22.94,99.51,314,58.12,Fall,Fashion,158,10
291.13,79.88,9,77.92,4.31,9.57,74.84,2045,44.91,Fall,Fashion,158,11
305.21,35.16,11,130.94,4.16,3.59,89.49,1002,53.3,Winter,Fashion,158,12
188.71,15.13,9,81.84,4.59,4.11,110,836,48.61,Winter,Fashion,158,13
498.3,66.76,9,211.94,4.31,5.04,98.73,1540,10.12,Spring,Fashion,158,14
616.25,86.58,11,307.53,4.25,12.16,78.42,1742,56.97,Spring,Fashion,158,15
277.94,30.58,5,76.41,4.92,16.93,92.88,210,93.12,Spring,Fashion,158,16
220.11,17.05,10,106.54,4.7,2.15,86.45,973,62.68,Summer,Fashion,158,17
304.66,42.42,9,93.32,4,23.17,113,618,63.03,Summer,Fashion,158,18
294.54,20.4,10,117.52,3.7,0.75,95.15,483,61.95,Winter,Fashion,159,1
680.43,165.87,6,191.93,3.37,10.53,105.47,924,37.94,Winter,Fashion,159,2
403.03,32.09,10,195.76,4.48,12.86,109.24,371,37.81,Spring,Fashion,159,3
445.1,27.29,8,279.58,4.22,10.05,117.05,1256,41.49,Spring,Fashion,159,4
383.79,41.71,5,191.69,3.92,29.68,137.64,1129,59.62,Spring,Fashion,159,5
262.83,37.04,10,85.3,4.04,6.55,84.45,527,22.86,Summer,Fashion,159,6
247.61,31.64,11,95.43,2.96,20.41,126.25,929,28.79,Summer,Fashion,159,7
233.07,11.37,6,142.3,4.2,28.1,77.84,924,58.21,Summer,Fashion,159,8
328.83,24.78,11,138.9,4.88,11.11,89.9,608,10.85,Fall,Fashion,159,9
318.37,16.28,6,191.58,3.78,18.26,107.46,1342,85.9,Fall,Fashion,159,10
237.31,8.51,9,148.24,3.48,5.62,104.98,1008,51.63,Fall,Fashion,159,11
342.34,40.24,6,104.4,4.08,7.53,103.38,246,37.31,Winter,Fashion,159,12
454.66,18.35,14,250.56,3.91,18.46,83.93,462,56.23,Winter,Fashion,159,13
257.94,37.91,9,81.74,3.98,18.9,67.64,1101,48.32,Spring,Fashion,159,14
279.8,24.47,5,165.88,3.74,17.63,86.17,1624,26.94,Spring,Fashion,159,15
328.55,56.38,11,89.14,4.9,11.73,89.49,1247,46,Spring,Fashion,159,16
293.71,9.82,11,203.95,4.84,14.92,99.48,2001,64.24,Summer,Fashion,159,17
341.98,18.5,9,222.49,4.46,15.15,87.85,1673,44.75,Summer,Fashion,159,18
341.19,57.27,6,84.16,3.47,18,91.66,1127,39.77,Winter,Fashion,160,1
457.3,38.4,4,229.5,3.45,5.13,88.17,1004,63.6,Winter,Fashion,160,2
379.58,15.53,6,238.26,4.05,8.73,68.5,398,19.55,Spring,Fashion,160,3
344.83,52.93,10,125.44,4.73,16.51,112.85,799,68.48,Spring,Fashion,160,4
197.6,29.57,11,79.9,4.57,5.95,104.28,1829,26.76,Spring,Fashion,160,5
271.09,42.71,5,83.24,4.39,8.98,95.12,1087,62.45,Summer,Fashion,160,6
280.92,26.5,10,136.84,4.32,17.89,125.59,1217,32.6,Summer,Fashion,160,7
604.96,66.79,8,282.08,4.51,21.42,124.76,657,72.99,Summer,Fashion,160,8
464.36,26.69,8,239.28,4.77,16.19,137.78,508,59.16,Fall,Fashion,160,9
261.67,22.46,5,112.88,4.56,5.94,115.22,981,44.13,Fall,Fashion,160,10
655.31,36.58,17,393.76,4.77,4.09,78.69,587,39.59,Fall,Fashion,160,11
370.54,30.55,3,173.02,3.61,15.47,101.5,486,26.31,Winter,Fashion,160,12
572.84,57.81,9,297.79,4.63,10.54,87.7,891,63.36,Winter,Fashion,160,13
72.1,9.37,7,72.17,4.33,3.01,88.91,1985,7.12,Spring,Fashion,160,14
497.51,40.19,9,254.66,4.25,15.53,84.24,1119,64.11,Spring,Fashion,160,15
487.41,63.12,6,234.66,4.18,19.05,81.87,693,44.77,Spring,Fashion,160,16
405.2,90.67,10,107.54,4.52,12.29,106.51,1067,20.54,Summer,Fashion,160,17
251.86,38.59,6,93.78,3.7,5.36,87.65,656,45.23,Summer,Fashion,160,18
557.47,45.74,7,254.24,4.51,6.17,58.28,533,36.11,Winter,Home,161,1
256.37,18.11,8,96.05,4.3,8.86,79.81,961,66.99,Winter,Home,161,2
418.08,19.18,7,243.33,4.63,4.21,117.29,1078,34.07,Spring,Home,161,3
267.66,46.59,11,48.08,3.2,9.66,107.58,681,35.35,Spring,Home,161,4
604.7,54.59,10,330.52,3.56,17.24,118.41,1663,42.61,Spring,Home,161,5
397.33,76.49,7,128.8,3.72,9.35,93.49,1152,45.53,Summer,Home,161,6
469.23,58.52,6,224.44,4.47,12.14,105.94,679,29.81,Summer,Home,161,7
424.82,40.48,3,234.44,3.67,7.1,96.08,865,53.14,Summer,Home,161,8
675.81,45.73,9,347.8,4.81,17.41,116.63,297,62.45,Fall,Home,161,9
470.36,21.24,6,296.76,4.07,11.22,106.32,1277,46.04,Fall,Home,161,10
722.06,27.46,12,452.64,3.55,9.61,80.38,367,82.14,Fall,Home,161,11
339.86,54.7,5,79.14,4.09,3.54,103.67,1251,29.56,Winter,Home,161,12
478.2,17.99,11,256.34,4.74,24.69,112.22,1129,16.51,Winter,Home,161,13
672.02,30.51,10,354.01,4.37,23.33,110.27,660,37.88,Spring,Home,161,14
217.41,14.13,13,60.83,4.51,21.25,112.95,474,48.45,Spring,Home,161,15
260.26,13.21,12,173.59,4.91,7.48,105.64,956,30.64,Spring,Home,161,16
373.83,14.81,6,240.68,4.52,12.85,123.89,1625,53.74,Summer,Home,161,17
471.48,30.82,4,255.99,4.52,12.68,103.13,1074,68.43,Summer,Home,161,18
276.07,13.92,13,107.32,3.64,7.05,134.65,448,70.53,Winter,Home,162,1
309.18,21.07,9,103.66,4.28,19.62,87.92,579,58.51,Winter,Home,162,2
330.57,50.57,11,115.67,4.84,2.39,119.17,1505,84.05,Spring,Home,162,3
541.25,84.79,11,227.81,4.64,16.52,90.62,1228,55.64,Spring,Home,162,4
416.29,21.55,6,209.34,3.22,24.34,88.21,380,59.18,Spring,Home,162,5
506.03,23.54,8,290.8,3.89,9.15,76.46,1038,50.8,Summer,Home,162,6
202.91,19.22,7,83.15,4.67,6.19,99.98,1071,72.35,Summer,Home,162,7
459.42,37.47,9,225.43,4.02,9.44,81.31,1070,54.47,Summer,Home,162,8
334.56,28.53,6,157.91,4.2,22.45,70.51,580,64.83,Fall,Home,162,9
373.9,11.84,7,191.08,4.45,5.37,108.2,881,74.5,Fall,Home,162,10
469.45,45.84,8,243.8,4.4,8.35,119.57,1040,53.22,Fall,Home,162,11
469.32,67.29,9,147.88,3.93,6.05,106.72,797,65.04,Winter,Home,162,12
404.85,65.3,5,110.53,2.52,2.03,58.99,487,45.22,Winter,Home,162,13
286.36,18.59,9,156,4.57,22.91,65.07,1957,52.58,Spring,Home,162,14
608.37,124.05,11,167.81,4.88,7.42,110.88,584,49.87,Spring,Home,162,15
306.52,43.54,4,140.28,4.92,14.91,73.21,1825,32.32,Spring,Home,162,16
301.69,44.4,6,141.41,3.48,21.64,116.02,948,39.89,Summer,Home,162,17
993.73,69.14,9,588.72,4.25,11.96,88.34,651,42.51,Summer,Home,162,18
265.56,13.78,7,50.31,4.38,3.09,101.07,146,57.9,Winter,Home,163,1
421.48,12.69,7,273.04,4.29,7.86,104.26,1783,46.29,Winter,Home,163,2
449.91,28.25,7,226.43,4.6,21.62,86.99,340,45.89,Spring,Home,163,3
349.61,46.7,6,154.93,4.36,15.67,86.02,851,24.83,Spring,Home,163,4
525.37,20.27,10,300.96,4.69,9.2,81.13,734,73.58,Spring,Home,163,5
661.74,29.81,8,356.34,4.03,22.03,90.59,724,87.4,Summer,Home,163,6
643.14,49.63,7,338.72,3.94,7.31,96.91,670,71.65,Summer,Home,163,7
314.25,51.22,8,108.61,3.33,14.61,97.16,1333,30.22,Summer,Home,163,8
343.86,24.87,9,156.34,4.07,12.93,98.95,678,33.94,Fall,Home,163,9
531.78,95.94,7,138.67,3.9,1.82,100.54,466,66.17,Fall,Home,163,10
369.71,14.9,12,176.63,4.07,11.16,83.74,447,69.74,Fall,Home,163,11
339.13,11.2,9,190.64,4.3,8.66,80.03,1536,51.57,Winter,Home,163,12
365.47,43.96,6,111.68,4.68,11.02,76.53,715,7.99,Winter,Home,163,13
604.43,28.67,10,368.23,4.43,8.71,89.28,659,48.54,Spring,Home,163,14
278.18,39.81,8,67.29,4.37,8.26,106.34,887,73.36,Spring,Home,163,15
376.37,46.02,12,139.75,4.47,15.83,99.72,783,29.45,Spring,Home,163,16
246.67,49.1,7,73.43,4.56,16.56,82.5,953,45.36,Summer,Home,163,17
414.73,29.16,9,255.13,4.41,5.84,99.83,1074,19.92,Summer,Home,163,18
531.14,68.3,10,166.39,3.84,3.28,124.64,1007,68.56,Winter,Electronics,164,1
492.86,29.38,13,180.55,4.64,12.6,129.94,751,55.98,Winter,Electronics,164,2
292.88,26.68,9,83.16,3.2,31.2,117.85,708,20.03,Spring,Electronics,164,3
449.05,53.27,8,209.68,4.84,10.04,98.72,2483,33.55,Spring,Electronics,164,4
504.89,8.13,5,308.83,4.8,3.77,98.85,869,47.16,Spring,Electronics,164,5
410.88,30.88,12,183.71,4.46,13.87,96.38,194,30.33,Summer,Electronics,164,6
347.45,41.26,6,139.98,4.06,10.7,114.65,1690,73.42,Summer,Electronics,164,7
461.52,22.93,6,241.59,3.71,8.62,90.53,633,38.66,Summer,Electronics,164,8
621.71,48.74,9,312.67,2.8,6.64,97.04,414,65.23,Fall,Electronics,164,9
437.21,15.83,8,192.94,4.65,2.25,122.2,491,44.58,Fall,Electronics,164,10
254.62,10.18,5,61.52,4.36,15.08,85.5,354,56.69,Fall,Electronics,164,11
265.92,27,8,50.53,3.96,10.58,87.47,240,46.13,Winter,Electronics,164,12
318.92,27.06,7,106.17,4.28,1.78,103.25,1095,32.95,Winter,Electronics,164,13
395.83,18.03,12,173.76,4.04,2.57,128.82,851,53.79,Spring,Electronics,164,14
451.39,33.76,7,253.73,4.31,6.88,60.06,1377,47.51,Spring,Electronics,164,15
436.36,27.06,8,225.06,4.79,6.94,114.42,1362,17.68,Spring,Electronics,164,16
336.43,13.25,9,148.15,4.26,7.89,100.39,1109,11.08,Summer,Electronics,164,17
394.72,33.61,5,145.62,3.94,17.26,93.15,885,53.02,Summer,Electronics,164,18
512.62,43.76,6,250.88,4.8,2.22,80.21,1191,46.77,Winter,Electronics,165,1
448.77,36.11,8,158.99,3.4,11.58,126.19,761,58.06,Winter,Electronics,165,2
383.57,20.21,9,191.7,4.19,5.62,114.78,294,23.96,Spring,Electronics,165,3
338.37,50.9,12,100.83,3.73,3.46,97.97,912,12.15,Spring,Electronics,165,4
338.09,40.86,8,138.22,4.59,19.49,100.99,1213,55.95,Spring,Electronics,165,5
245.3,15.33,6,88.11,4.62,14.86,96.16,1087,43.59,Summer,Electronics,165,6
252.6,29.13,5,100.07,4.54,4.83,89.39,2027,18.71,Summer,Electronics,165,7
307.9,45.43,11,103.89,4.38,3.35,99.61,1582,42.57,Summer,Electronics,165,8
540.47,96.93,10,131.81,3.68,7.64,98.37,833,62.73,Fall,Electronics,165,9
216.1,35.31,7,58.66,3.96,17.91,96.71,1406,52.49,Fall,Electronics,165,10
410.6,19.25,10,216.81,3.52,4.03,110.66,845,74.62,Fall,Electronics,165,11
394.17,33.91,7,160.72,4.15,18.88,77.03,997,87.66,Winter,Electronics,165,12
368.52,24.83,5,182.97,3.7,10,89.12,957,72.4,Winter,Electronics,165,13
522.38,79.03,9,162.51,4.79,2.4,80.82,1057,26.49,Spring,Electronics,165,14
482.47,36.76,7,205.28,4.61,16.56,93,409,39.07,Spring,Electronics,165,15
369.71,53.11,5,137.14,4.9,14,120.15,1578,45.86,Spring,Electronics,165,16
284.71,32.55,3,125.29,3.59,14.11,88.66,1455,61.83,Summer,Electronics,165,17
291.27,20.06,11,117.98,3.78,2.31,113.95,1356,59.17,Summer,Electronics,165,18
250.03,8.97,10,118.74,4.19,3.73,103.31,1368,55.38,Winter,Fashion,166,1
333.64,17.23,12,171.37,4.72,23.47,89.19,1054,73.64,Winter,Fashion,166,2
294.19,34.36,8,128.96,4.8,10.09,114.86,959,75.51,Spring,Fashion,166,3
304.53,17.97,10,211.21,3.21,20.12,111.31,1864,47.25,Spring,Fashion,166,4
327.56,38.59,8,101.41,4.62,4.85,132.67,351,27.88,Spring,Fashion,166,5
348.46,21.15,8,199.78,4.24,3.79,86,582,70.55,Summer,Fashion,166,6
798.81,24.1,7,593.94,4.51,7.24,89.42,1352,24.23,Summer,Fashion,166,7
861.15,32.46,9,597.5,4.39,14.33,95.39,788,46.43,Summer,Fashion,166,8
526.58,23.74,8,340.44,4.67,12.14,79.44,1160,40.61,Fall,Fashion,166,9
458.21,45.6,6,231.75,4.23,22.77,95.91,500,67.54,Fall,Fashion,166,10
284.33,24.01,8,103.98,4.51,12.48,89.33,641,44.16,Fall,Fashion,166,11
391.25,18.15,15,191.35,4.49,7.92,109.11,444,36.65,Winter,Fashion,166,12
539.81,66.41,6,207.38,4.87,5.83,93.46,590,43.91,Winter,Fashion,166,13
376.63,60.21,7,125.56,4.07,22.74,96.28,450,40.57,Spring,Fashion,166,14
203.65,17.29,4,157,3.7,10.2,76.18,1267,55.35,Spring,Fashion,166,15
444.92,58.77,6,129.78,4.64,4.12,137.47,441,66.99,Spring,Fashion,166,16
289.49,41.54,7,132.85,3.26,23.12,104.2,1345,32.15,Summer,Fashion,166,17
149.04,6.66,6,122.47,2.98,22.68,141.49,1736,50.98,Summer,Fashion,166,18
341.68,23.34,15,176.52,4.02,6.29,89.83,1699,33.22,Winter,Home,167,1
351.26,6.22,9,190.32,4.54,4.59,92.13,643,29.61,Winter,Home,167,2
279.99,10.72,6,110.42,3.86,22.35,105.16,797,24.21,Spring,Home,167,3
268.23,17.95,4,97.16,4.37,18.44,93.41,783,34.41,Spring,Home,167,4
396.96,20.8,8,212.47,4.87,6.03,91.39,961,40.52,Spring,Home,167,5
276.12,19.25,11,103.63,4.42,12.97,100.64,449,35.11,Summer,Home,167,6
389.75,47.93,13,124.09,3.68,18.92,87.38,803,23.77,Summer,Home,167,7
250.89,29.84,3,85.42,3.96,2.25,108.05,850,38.21,Summer,Home,167,8
430.09,56.3,7,196.26,3.83,10.15,84.52,504,74.62,Fall,Home,167,9
426.93,47.43,11,211.64,3.22,18.42,109.72,948,70.5,Fall,Home,167,10
251.71,16.39,13,92.99,3.9,4.21,91.54,826,55.06,Fall,Home,167,11
269.93,7.4,6,112.17,3.31,15.66,99.54,695,48.81,Winter,Home,167,12
508.09,39.17,8,225.8,4.46,10.34,119.12,264,56.57,Winter,Home,167,13
422.72,9.78,13,238.68,4.18,20.12,126.11,962,20.99,Spring,Home,167,14
278.21,30.18,4,73.61,3.65,21.47,120.02,1100,66.6,Spring,Home,167,15
387.77,11.92,5,226.58,4.88,15.56,84.56,1308,50.5,Spring,Home,167,16
415.23,87.84,10,81.07,4.37,6.82,61.04,525,69.92,Summer,Home,167,17
383.63,41.63,8,155.97,4.43,7.36,115.77,1031,63.49,Summer,Home,167,18
606.05,29.6,14,336.66,4.51,21.72,105.58,706,69.81,Winter,Home,168,1
224.62,7.51,8,149.29,4.62,7.27,91.06,2169,54.52,Winter,Home,168,2
201.3,6.98,6,93.71,4.17,9.43,99.45,763,52.64,Spring,Home,168,3
402.19,40.75,12,222.33,4.28,15.43,114.74,2209,28.2,Spring,Home,168,4
391.48,47.68,15,122.06,4.63,11.9,108.95,917,42.58,Spring,Home,168,5
252.28,9.26,9,130.18,3.98,15.42,90.56,514,36.05,Summer,Home,168,6
225.32,16.98,12,63.97,4.41,3.87,100.9,844,62.41,Summer,Home,168,7
553.11,38.19,4,313.23,4.69,18.63,124.54,845,64.65,Summer,Home,168,8
327.25,86.76,6,58.62,3.78,11.31,115.79,1512,61.34,Fall,Home,168,9
334.63,25.89,10,144.97,4.72,1.16,92.17,1051,68.97,Fall,Home,168,10
478.38,27.47,13,266.59,3.4,13.54,104.98,853,34.73,Fall,Home,168,11
301.93,9.34,8,105.58,4.94,10.99,105.55,612,44.17,Winter,Home,168,12
368.3,25.58,7,186.23,3.71,1.08,99.23,1018,14.05,Winter,Home,168,13
443.52,76.41,8,99.79,4.31,14.72,104.79,598,36.46,Spring,Home,168,14
347.12,21.2,11,124.42,4.41,5.09,123.96,847,41.05,Spring,Home,168,15
546.51,104.93,12,173.56,4.76,18.22,108.82,1395,53.66,Spring,Home,168,16
320.85,26.95,3,152.18,4.21,12.88,86.83,1211,69.05,Summer,Home,168,17
576.59,24.69,5,319.32,4.44,6.26,99.26,549,84.45,Summer,Home,168,18
669.3,29.69,9,354.72,3.91,2.37,98.43,525,22.3,Winter,Home,169,1
339.52,23.24,15,115.28,4.21,17.47,118.71,1289,34.53,Winter,Home,169,2
406.16,15.23,5,238.53,3.97,6.95,131.33,776,30.87,Spring,Home,169,3
412.52,19.56,4,213.27,4.54,26.39,95.04,780,20.87,Spring,Home,169,4
526.81,30.42,12,295.25,3.77,3.76,100.87,729,76.25,Spring,Home,169,5
284.97,14.55,14,157.14,4.53,21.26,81.02,995,75.8,Summer,Home,169,6
530.27,46.77,8,303.74,4.38,19.87,109.96,1023,39.05,Summer,Home,169,7
154.79,6.28,10,66.52,4.18,6.42,89.89,794,50.86,Summer,Home,169,8
352.42,23.15,9,192.48,4.84,22.98,75.68,450,34.52,Fall,Home,169,9
389.3,53.32,14,106.08,4.58,7.02,80.91,1039,71.16,Fall,Home,169,10
532.13,34.38,13,300.26,4.45,8.51,46.1,731,39.01,Fall,Home,169,11
276.75,27.43,10,106.4,4.35,11.14,93,1395,24.41,Winter,Home,169,12
221.96,18.32,8,80.7,4.96,18.34,101.87,777,40.71,Winter,Home,169,13
321.21,34.95,6,122.23,4.67,21.76,103.5,525,26.9,Spring,Home,169,14
445.31,39.36,8,194.75,4.45,8.52,113.87,579,52.56,Spring,Home,169,15
554.37,43.75,11,259.01,4.44,9.42,101.48,553,72.03,Spring,Home,169,16
505.8,38.48,7,335.11,4.38,14.52,120.44,2779,28.98,Summer,Home,169,17
514.66,30.07,8,292.34,4.89,5.27,81.78,613,36.51,Summer,Home,169,18
330.22,16.81,15,157.78,3.25,14.68,97.34,1575,59.56,Winter,Fashion,170,1
270.61,10.39,9,116.97,4.76,5.92,113.33,914,36.59,Winter,Fashion,170,2
411.43,61.41,7,153.19,4.7,17.7,88.74,1365,32.74,Spring,Fashion,170,3
264.44,21.37,6,92.46,3.86,17.95,113.98,494,58.83,Spring,Fashion,170,4
492.96,55.94,8,246.53,3.93,8.16,132.5,1430,55.34,Spring,Fashion,170,5
376.2,11.82,4,210.63,4.84,2.14,102.97,273,11.96,Summer,Fashion,170,6
510.33,33.5,11,309.59,4.39,5.35,72.04,819,39.57,Summer,Fashion,170,7
474.54,19.83,8,353.98,4.46,20.08,126.58,1498,36.95,Summer,Fashion,170,8
611.65,99.48,10,215.35,3.99,9.07,93.67,1198,69.54,Fall,Fashion,170,9
342.17,32.57,6,130.21,2.87,5.52,117.44,1014,58.59,Fall,Fashion,170,10
433.07,25.31,6,255.48,4.4,3.97,67.72,816,37.62,Fall,Fashion,170,11
324.08,13.7,13,126.61,4.95,5.39,115.62,522,67.97,Winter,Fashion,170,12
551.44,30.86,11,275.91,4.55,29.29,105.82,878,40.56,Winter,Fashion,170,13
533.31,26.51,5,295.87,4.69,3.05,107.79,653,64.26,Spring,Fashion,170,14
317.12,17.12,10,167.21,2.79,2.9,88.93,764,21.44,Spring,Fashion,170,15
223.49,24.17,5,71.61,4.86,4.79,93.64,1548,62.79,Spring,Fashion,170,16
612.04,42.22,9,381.77,4.21,21.56,103.78,1189,47.71,Summer,Fashion,170,17
245.66,31,12,96.11,3.86,1.18,116.88,1489,24.82,Summer,Fashion,170,18
510.68,29.64,6,247.04,4.17,15.37,106.11,319,68.93,Winter,Home,171,1
329.38,12.02,13,150.19,2.61,14.17,116.31,1057,52.16,Winter,Home,171,2
331.23,45.42,5,133.76,4.04,5.01,84.67,772,85.39,Spring,Home,171,3
324.95,79.15,4,57.53,4.46,7.32,74.27,1559,50.59,Spring,Home,171,4
392.86,14.93,14,214.7,4.87,3.21,76,631,69.45,Spring,Home,171,5
273.04,40.66,2,94.43,3.86,10.67,85.98,884,35.72,Summer,Home,171,6
273.15,26.93,4,139.91,4.56,6.19,121.96,1190,66.62,Summer,Home,171,7
354.21,27.26,8,150.12,4.31,7.12,109.66,729,74.58,Summer,Home,171,8
238.57,35.55,6,107.87,3.84,6.04,123.25,2436,52.19,Fall,Home,171,9
385.59,24.49,7,206.72,4.6,20.11,78.33,835,88.74,Fall,Home,171,10
374.86,60.16,3,86.44,4.64,18.93,101.29,769,22.33,Fall,Home,171,11
507.32,16.19,9,319.91,3.33,7.18,106.41,827,35.62,Winter,Home,171,12
333.32,34.73,8,111.1,4.67,7.5,108.17,1618,29.05,Winter,Home,171,13
439.23,41.12,9,183.8,4.34,12.76,121.6,1146,40.61,Spring,Home,171,14
280.95,47.2,8,84.87,3.47,3.79,83.8,921,35.02,Spring,Home,171,15
592.66,50.18,5,287.02,4.82,6.33,92.84,794,60.48,Spring,Home,171,16
512.29,23.63,7,252.24,4.4,9.29,125.24,782,63.25,Summer,Home,171,17
486.23,23.63,10,249.42,4.9,8.66,96.27,926,59.82,Summer,Home,171,18
385.69,21.7,9,154.93,4.52,4.41,131.72,1026,86.8,Winter,Fashion,172,1
